"product title"                      ,"product description"                                                                                                                                                                                                                                                        ,"URL"                                 ,"image url"                         ,"EAN"       ,"SKU"   ,"category"  ,"item 1 - Merchant name","item 1 - price","item 1 - shipping time"                ,"item 1 - shipping cost","item 1 - return in day","item 1 - free return","item 2 - Merchant name","item 2 - price","item 2 - shipping time"                ,"item 2 - shipping cost","item 2 - return in day","item 2 - free return","item 3 - Merchant name","item 3 - price","item 3 - shipping time"                ,"item 3 - shipping cost","item 3 - return in day","item 3 - free return"
"vituperatoribus senserit rutrum"    ,"posidonium habitant fabulas intellegebat fringilla tractatos erat sociosqu explicari inceptos labores novum patrioque sagittis semper mi consetetur tota delectus vituperata mediocritatem urbanitas vivamus praesent evertitur mediocrem conclusionemque tation assueverit","http://www.provider.de/product/Bo0CN","http://www.provider.de/image/lWCYg","C2BITHMLCK","J81V5y","Category28","Merchant13"            ,"87.09"         ,"Versandfertig in 4 - 5 Werktagen"      ,"1.35"                  ,"14"                    ,"false"               ,"Merchant20"            ,"49.08"         ,"Versandfertig in 2 - 3 Wochen"         ,"4.06"                  ,"28"                    ,"true"                ,"Merchant17"            ,"145.39"        ,"Versandfertig in 2 - 3 Werktagen"      ,"4.58"                  ,"2"                     ,"false"
"penatibus eius fusce"               ,"ligula elitr elementum vix rutrum detracto conubia id audire epicuri dis inceptos similique inani mus eius bibendum docendi principes"                                                                                                                                      ,"http://www.provider.de/product/q73OL","http://www.provider.de/image/LossK","QUZD6H5UG9","n9PKHo","Category20","Merchant19"            ,"16.47"         ,"Versandfertig in 4 - 5 Werktagen"      ,"3.66"                  ,"13"                    ,"false"               ,"Merchant24"            ,"98.09"         ,"Versandfertig in 1 - 3 Wochen"         ,"2.60"                  ,"3"                     ,"true"                ,"Merchant5"             ,"148.74"        ,"Versandfertig in 1 - 3 Wochen"         ,"0.56"                  ,"16"                    ,"false"
"te mi"                              ,"disputationi vim esse vim ipsum sodales nihil laoreet mauris habemus quaerendum autem epicurei evertitur maiestatis postea dictas leo affert qualisque"                                                                                                                     ,"http://www.provider.de/product/VCyc1","http://www.provider.de/image/XS7qa","QJKOQZQCMV","gs0TXo","Category28","Merchant9"             ,"16.40"         ,"Versandfertig in 6 - 10 Werktagen"     ,"3.01"                  ,"0"                     ,"false"               ,"Merchant12"            ,"44.97"         ,"Versandfertig in 2 - 3 Wochen"         ,"3.43"                  ,"4"                     ,"true"                ,"Merchant14"            ,"145.80"        ,"Versandfertig in 3 - 4 Werktagen"      ,"3.56"                  ,"5"                     ,"true"
"amet menandri"                      ,"cubilia bibendum disputationi delenit quas wisi porttitor tamquam sapien no in te luctus causae adversarium adversarium aptent conubia nonumes donec natoque civibus verterem senectus brute duo gravida"                                                                   ,"http://www.provider.de/product/CX6OR","http://www.provider.de/image/ybEYP","VQHSGM3KON","0mHPew","Category12","Merchant28"            ,"106.57"        ,"Versandfertig in 2 - 3 Werktagen"      ,"4.05"                  ,"14"                    ,"true"                ,"Merchant17"            ,"107.94"        ,"Versandfertig in 2 - 3 Werktagen"      ,"2.88"                  ,"28"                    ,"true"                ,"Merchant3"             ,"43.00"         ,"Versandfertig in 2 - 3 Wochen"         ,"1.21"                  ,"5"                     ,"false"
"venenatis mentitum"                 ,"ignota hac sem non aptent liber viris egestas morbi assueverit vim agam omnesque"                                                                                                                                                                                           ,"http://www.provider.de/product/svn3n","http://www.provider.de/image/aVd6h","6ESKTMITFH","FnwpM6","Category8" ,"Merchant27"            ,"118.40"        ,"Versandfertig in 2 - 3 Werktagen"      ,"2.62"                  ,"21"                    ,"true"                ,"Merchant4"             ,"146.83"        ,"Versandfertig in 3 - 4 Werktagen"      ,"1.57"                  ,"11"                    ,"false"               ,"Merchant10"            ,"70.12"         ,"Gewöhnlich versandfertig in 24 Stunden","4.77"                  ,"12"                    ,"true"
"cubilia mi splendide"               ,"pericula convenire appareat nobis reprimique legere moderatius enim mediocrem esse hendrerit cetero dictas fuisset metus vis turpis quis legere libero penatibus cum eruditi putent persequeris simul"                                                                      ,"http://www.provider.de/product/suD2W","http://www.provider.de/image/ChVjg","BVRF0GHAHC","rWRUd6","Category0" ,"Merchant5"             ,"29.25"         ,"Versandfertig in 6 - 10 Werktagen"     ,"0.48"                  ,"26"                    ,"false"               ,"Merchant29"            ,"88.04"         ,"Versandfertig in 3 - 5 Wochen"         ,"3.28"                  ,"16"                    ,"true"                ,"Merchant4"             ,"42.17"         ,"Versandfertig in 3 - 5 Wochen"         ,"3.12"                  ,"2"                     ,"false"
"semper proin omittam"               ,"an errem purus iuvaret accumsan appetere feugiat invenire delenit congue morbi pro mattis"                                                                                                                                                                                  ,"http://www.provider.de/product/gOk80","http://www.provider.de/image/5X1xl","UO5Z54XYYQ","rTNHqZ","Category14","Merchant6"             ,"30.68"         ,"Versandfertig in 2 - 3 Werktagen"      ,"3.72"                  ,"0"                     ,"true"                ,"Merchant17"            ,"46.95"         ,"Versandfertig in 4 - 5 Werktagen"      ,"2.64"                  ,"6"                     ,"true"                ,"Merchant2"             ,"18.52"         ,"Versandfertig in 3 - 4 Werktagen"      ,"2.61"                  ,"7"                     ,"true"
"mutat suscipiantur magnis"          ,"iudicabit veniam vocent facilisis vel nunc dictum pulvinar oratio dictumst offendit cetero adipisci harum feugiat torquent partiendo quidam dui noluisse eam expetendis phasellus lacus definitionem simul"                                                                 ,"http://www.provider.de/product/oTB3I","http://www.provider.de/image/6MimS","H9D6LFDWCR","WWXD5p","Category5" ,"Merchant7"             ,"108.40"        ,"Gewöhnlich versandfertig in 24 Stunden","4.69"                  ,"1"                     ,"true"                ,"Merchant28"            ,"12.78"         ,"Gewöhnlich versandfertig in 24 Stunden","0.89"                  ,"21"                    ,"true"                ,"Merchant18"            ,"15.71"         ,"Versandfertig in 6 - 10 Werktagen"     ,"4.78"                  ,"12"                    ,"false"
"luctus molestie suavitate"          ,"consectetuer tortor dicant ius facilis scripserit lacus vel repudiandae epicuri pericula urbanitas"                                                                                                                                                                         ,"http://www.provider.de/product/70IRO","http://www.provider.de/image/zojGM","IZTUJGAAFP","3Mf8WP","Category14","Merchant20"            ,"145.19"        ,"Versandfertig in 3 - 4 Werktagen"      ,"3.25"                  ,"28"                    ,"false"               ,"Merchant17"            ,"72.11"         ,"Versandfertig in 3 - 4 Werktagen"      ,"3.88"                  ,"8"                     ,"true"                ,"Merchant12"            ,"46.54"         ,"Versandfertig in 3 - 4 Werktagen"      ,"3.25"                  ,"27"                    ,"false"
"repudiandae vituperatoribus viverra","ea referrentur elit class perpetua dolor ligula commodo saperet expetendis ante noster ipsum solum feugiat cetero duis hendrerit dolorum veniam unum menandri velit hinc justo eget"                                                                                        ,"http://www.provider.de/product/RKX4r","http://www.provider.de/image/ZwFVx","3EJQTHPQKA","un0Jyn","Category17","Merchant8"             ,"129.39"        ,"Versandfertig in 6 - 10 Werktagen"     ,"3.77"                  ,"19"                    ,"true"                ,"Merchant24"            ,"63.17"         ,"Versandfertig in 3 - 4 Werktagen"      ,"3.55"                  ,"24"                    ,"true"                ,"Merchant20"            ,"11.20"         ,"Versandfertig in 3 - 5 Wochen"         ,"4.22"                  ,"3"                     ,"false"
"etiam in magnis"                    ,"detraxit fames tellus nec epicurei saperet neque leo neque dictum decore lacinia tacimates animal vis ridens sociosqu noluisse"                                                                                                                                             ,"http://www.provider.de/product/zyZhc","http://www.provider.de/image/zBKzv","CGZXMYSKBM","YBzJjy","Category25","Merchant13"            ,"77.37"         ,"Versandfertig in 3 - 4 Werktagen"      ,"2.14"                  ,"1"                     ,"false"               ,"Merchant25"            ,"54.61"         ,"Versandfertig in 2 - 3 Wochen"         ,"4.86"                  ,"5"                     ,"true"                ,"Merchant3"             ,"143.27"        ,"Versandfertig in 3 - 4 Werktagen"      ,"2.55"                  ,"12"                    ,"true"
"leo docendi principes"              ,"ponderum consequat intellegebat omnesque accommodare audire ne convallis curae habemus pharetra urna massa euismod qualisque accusata tempor vocibus donec platonem aliquet alterum adolescens facilisis"                                                                   ,"http://www.provider.de/product/zHWEO","http://www.provider.de/image/8SqoZ","CW62ELDJT6","jzQPqH","Category23","Merchant6"             ,"125.63"        ,"Versandfertig in 3 - 5 Wochen"         ,"4.02"                  ,"20"                    ,"false"               ,"Merchant6"             ,"25.55"         ,"Gewöhnlich versandfertig in 24 Stunden","3.70"                  ,"1"                     ,"true"                ,"Merchant27"            ,"69.58"         ,"Versandfertig in 1 - 3 Wochen"         ,"4.18"                  ,"9"                     ,"false"
"luctus aptent maiestatis"           ,"delenit doming tamquam oratio natum senectus urbanitas eos volutpat interpretaris alterum dis quod orci platonem iaculis noluisse montes vim postulant vulputate"                                                                                                           ,"http://www.provider.de/product/C29gs","http://www.provider.de/image/k7rIq","AETQDVT4VN","DXKjE9","Category28","Merchant29"            ,"118.88"        ,"Versandfertig in 1 - 3 Wochen"         ,"4.41"                  ,"16"                    ,"false"               ,"Merchant17"            ,"10.86"         ,"Versandfertig in 3 - 5 Wochen"         ,"0.92"                  ,"5"                     ,"false"               ,"Merchant27"            ,"37.66"         ,"Versandfertig in 1 - 3 Wochen"         ,"3.59"                  ,"12"                    ,"true"
"detracto commodo maluisset"         ,"atomorum utamur te sapien felis detracto consul dignissim erat omittam"                                                                                                                                                                                                     ,"http://www.provider.de/product/t82NM","http://www.provider.de/image/kVAjy","JTJJCQGW7O","sdzzGY","Category25","Merchant28"            ,"16.61"         ,"Versandfertig in 3 - 5 Wochen"         ,"2.57"                  ,"2"                     ,"true"                ,"Merchant5"             ,"85.51"         ,"Versandfertig in 2 - 3 Werktagen"      ,"3.07"                  ,"5"                     ,"false"               ,"Merchant18"            ,"36.29"         ,"Versandfertig in 2 - 3 Wochen"         ,"4.83"                  ,"25"                    ,"true"
"venenatis noluisse quisque"         ,"quis ea faucibus noster magnis dolor iuvaret sollicitudin fabulas nam numquam animal causae omittantur"                                                                                                                                                                     ,"http://www.provider.de/product/kzUoX","http://www.provider.de/image/8Vvk0","Y2YNM7XVP8","ZB7Lf6","Category5" ,"Merchant6"             ,"127.82"        ,"Gewöhnlich versandfertig in 24 Stunden","4.12"                  ,"20"                    ,"true"                ,"Merchant27"            ,"56.60"         ,"Versandfertig in 2 - 3 Wochen"         ,"0.54"                  ,"17"                    ,"false"               ,"Merchant24"            ,"94.12"         ,"Versandfertig in 2 - 3 Wochen"         ,"0.47"                  ,"22"                    ,"false"
"habitasse dapibus"                  ,"adhuc graecis nisl dicam eirmod primis lectus sagittis invenire etiam maecenas dictumst integer iudicabit interdum quaeque mel"                                                                                                                                             ,"http://www.provider.de/product/OPn9i","http://www.provider.de/image/xK7hW","GKZZ9Y33UG","y68H4J","Category3" ,"Merchant17"            ,"125.30"        ,"Versandfertig in 2 - 3 Werktagen"      ,"0.99"                  ,"3"                     ,"false"               ,"Merchant8"             ,"16.00"         ,"Versandfertig in 4 - 5 Werktagen"      ,"1.14"                  ,"11"                    ,"false"               ,"Merchant0"             ,"22.28"         ,"Versandfertig in 4 - 5 Werktagen"      ,"0.46"                  ,"3"                     ,"false"
"efficiantur habemus"                ,"ornatus justo cursus id ridens sententiae solet nec accumsan platea nibh explicari donec lobortis interdum habemus bibendum integer"                                                                                                                                        ,"http://www.provider.de/product/ye1AD","http://www.provider.de/image/jUTG6","KYFOXMXPUJ","5O6DFz","Category15","Merchant0"             ,"50.64"         ,"Versandfertig in 3 - 4 Werktagen"      ,"3.76"                  ,"25"                    ,"false"               ,"Merchant20"            ,"48.53"         ,"Versandfertig in 6 - 10 Werktagen"     ,"2.76"                  ,"9"                     ,"false"               ,"Merchant10"            ,"142.52"        ,"Versandfertig in 3 - 5 Wochen"         ,"1.82"                  ,"16"                    ,"false"
"comprehensam risus"                 ,"suas deterruisset mutat pri vocent dolores agam consectetur quem hendrerit tibique maiestatis fabellas dignissim augue latine utroque"                                                                                                                                      ,"http://www.provider.de/product/p5pDX","http://www.provider.de/image/yiQof","UNEYELUWTS","lLsrIM","Category17","Merchant21"            ,"97.34"         ,"Versandfertig in 3 - 5 Wochen"         ,"4.52"                  ,"1"                     ,"true"                ,"Merchant15"            ,"41.50"         ,"Versandfertig in 1 - 3 Wochen"         ,"1.45"                  ,"23"                    ,"true"                ,"Merchant16"            ,"25.49"         ,"Versandfertig in 1 - 2 Werktagen"      ,"1.10"                  ,"19"                    ,"false"
"propriae malorum"                   ,"falli porro definitionem suas mucius malorum intellegat dictum phasellus veritus curabitur massa adolescens gloriatur legere hinc reque ridens vituperatoribus dicit mollis"                                                                                                ,"http://www.provider.de/product/anll5","http://www.provider.de/image/DytVj","K8XIRF6Y6X","cVc25M","Category11","Merchant9"             ,"65.95"         ,"Versandfertig in 1 - 3 Wochen"         ,"4.59"                  ,"5"                     ,"false"               ,"Merchant25"            ,"90.56"         ,"Versandfertig in 1 - 2 Werktagen"      ,"3.90"                  ,"12"                    ,"true"                ,"Merchant18"            ,"16.74"         ,"Versandfertig in 3 - 4 Werktagen"      ,"0.60"                  ,"11"                    ,"true"
"delectus reformidans error"         ,"falli prodesset est feugiat utamur proin eum mediocrem disputationi ludus dico pellentesque varius te sociosqu"                                                                                                                                                             ,"http://www.provider.de/product/4gXuX","http://www.provider.de/image/HLPaJ","WQKQASESVM","QlEkGT","Category21","Merchant1"             ,"75.40"         ,"Versandfertig in 1 - 3 Wochen"         ,"4.97"                  ,"2"                     ,"false"               ,"Merchant8"             ,"92.68"         ,"Versandfertig in 3 - 4 Werktagen"      ,"3.00"                  ,"6"                     ,"true"                ,"Merchant18"            ,"138.90"        ,"Versandfertig in 3 - 4 Werktagen"      ,"4.56"                  ,"4"                     ,"true"
"expetenda nascetur"                 ,"aeque mucius adipisci elit ullamcorper adipisci reprehendunt recteque dapibus sadipscing rutrum"                                                                                                                                                                            ,"http://www.provider.de/product/NQWRb","http://www.provider.de/image/nozDs","JJFMP8JYEW","G58WNP","Category14","Merchant18"            ,"38.34"         ,"Versandfertig in 1 - 3 Wochen"         ,"0.49"                  ,"19"                    ,"true"                ,"Merchant13"            ,"81.61"         ,"Versandfertig in 3 - 4 Werktagen"      ,"1.08"                  ,"19"                    ,"false"               ,"Merchant4"             ,"67.60"         ,"Gewöhnlich versandfertig in 24 Stunden","4.87"                  ,"23"                    ,"true"
"adversarium ea offendit"            ,"nullam sumo congue montes brute deseruisse convallis legere dictas ius detraxit detraxit erroribus hendrerit quis"                                                                                                                                                          ,"http://www.provider.de/product/QSQBP","http://www.provider.de/image/1fkm9","LTJZAUMQCM","9llCJh","Category4" ,"Merchant0"             ,"11.00"         ,"Versandfertig in 1 - 3 Wochen"         ,"0.28"                  ,"28"                    ,"false"               ,"Merchant5"             ,"89.95"         ,"Versandfertig in 6 - 10 Werktagen"     ,"3.32"                  ,"24"                    ,"false"               ,"Merchant11"            ,"30.06"         ,"Versandfertig in 2 - 3 Wochen"         ,"2.15"                  ,"22"                    ,"false"
"ut maiestatis"                      ,"no quisque te suas imperdiet singulis luptatum menandri sanctus sale a omittantur repudiandae platea elaboraret massa gloriatur gloriatur suscipit persequeris scripserit efficitur torquent salutatus"                                                                     ,"http://www.provider.de/product/MGmr3","http://www.provider.de/image/by4dY","VYRBMLNNNE","dorlF1","Category26","Merchant10"            ,"106.84"        ,"Gewöhnlich versandfertig in 24 Stunden","3.76"                  ,"4"                     ,"false"               ,"Merchant15"            ,"93.30"         ,"Versandfertig in 3 - 5 Wochen"         ,"2.11"                  ,"25"                    ,"false"               ,"Merchant7"             ,"19.34"         ,"Versandfertig in 2 - 3 Werktagen"      ,"1.65"                  ,"2"                     ,"false"
"suavitate taciti persius"           ,"sadipscing massa voluptatibus maecenas senserit aeque suas dissentiunt doctus ante"                                                                                                                                                                                         ,"http://www.provider.de/product/YKKdF","http://www.provider.de/image/WazQo","VVMPHV6QRL","3ZP8Xz","Category13","Merchant21"            ,"35.61"         ,"Versandfertig in 6 - 10 Werktagen"     ,"2.69"                  ,"17"                    ,"false"               ,"Merchant5"             ,"74.78"         ,"Gewöhnlich versandfertig in 24 Stunden","2.51"                  ,"0"                     ,"true"                ,"Merchant19"            ,"18.65"         ,"Versandfertig in 6 - 10 Werktagen"     ,"1.01"                  ,"28"                    ,"false"
"dolorem porro"                      ,"facilisi luptatum legere quo ultrices deterruisset graeci disputationi natum conubia voluptatum suas suas primis duo tota idque congue appareat ultricies elementum vis prodesset"                                                                                          ,"http://www.provider.de/product/XTmPp","http://www.provider.de/image/T0oiE","YMKW1D1CSE","GbrhNb","Category3" ,"Merchant1"             ,"141.16"        ,"Versandfertig in 6 - 10 Werktagen"     ,"2.86"                  ,"10"                    ,"false"               ,"Merchant25"            ,"142.86"        ,"Versandfertig in 3 - 5 Wochen"         ,"2.65"                  ,"4"                     ,"true"                ,"Merchant28"            ,"92.00"         ,"Versandfertig in 2 - 3 Wochen"         ,"0.70"                  ,"9"                     ,"false"
"commodo pro elitr"                  ,"sociosqu intellegebat ancillae theophrastus risus sumo tempus fastidii quis nam menandri enim affert eloquentiam vivendo lacus his malorum mucius iaculis efficiantur"                                                                                                      ,"http://www.provider.de/product/XEFO5","http://www.provider.de/image/cju7M","QJJQA73EZ3","rzB0dY","Category14","Merchant4"             ,"85.45"         ,"Versandfertig in 3 - 5 Wochen"         ,"2.62"                  ,"2"                     ,"false"               ,"Merchant7"             ,"13.59"         ,"Versandfertig in 3 - 4 Werktagen"      ,"4.32"                  ,"24"                    ,"true"                ,"Merchant22"            ,"108.20"        ,"Versandfertig in 1 - 3 Wochen"         ,"0.79"                  ,"22"                    ,"true"
"conceptam conceptam"                ,"vituperatoribus nonumy integer dolorem tincidunt urna sapien antiopam quot iaculis vocent eam voluptaria netus animal vidisse eruditi contentiones gloriatur conubia enim"                                                                                                  ,"http://www.provider.de/product/fpKYs","http://www.provider.de/image/P9YCM","YDZQZSJBBB","GlAJ7t","Category5" ,"Merchant15"            ,"49.69"         ,"Versandfertig in 2 - 3 Wochen"         ,"3.65"                  ,"12"                    ,"false"               ,"Merchant8"             ,"96.10"         ,"Versandfertig in 3 - 4 Werktagen"      ,"2.44"                  ,"7"                     ,"true"                ,"Merchant28"            ,"91.79"         ,"Versandfertig in 3 - 4 Werktagen"      ,"1.64"                  ,"5"                     ,"true"
"nisi sociosqu"                      ,"felis dissentiunt an facilisis gloriatur omnesque luctus senectus deseruisse dicta electram te luptatum utinam porro noster senectus montes sumo mel himenaeos antiopam aperiri facilisis risus voluptatibus ferri contentiones"                                            ,"http://www.provider.de/product/fRUmV","http://www.provider.de/image/P4xmZ","ZG2E1JFNZ4","221VjJ","Category4" ,"Merchant29"            ,"81.00"         ,"Versandfertig in 3 - 5 Wochen"         ,"2.69"                  ,"14"                    ,"true"                ,"Merchant15"            ,"37.79"         ,"Versandfertig in 2 - 3 Werktagen"      ,"1.91"                  ,"14"                    ,"false"               ,"Merchant20"            ,"83.04"         ,"Versandfertig in 2 - 3 Werktagen"      ,"1.96"                  ,"13"                    ,"false"
"homero nobis aliquid"               ,"pretium his cubilia vivamus eum prompta inani sodales scripta magnis quo theophrastus ocurreret lacinia magnis"                                                                                                                                                             ,"http://www.provider.de/product/ReGER","http://www.provider.de/image/ZV9h8","WU2ILBK5LY","fBF55d","Category28","Merchant4"             ,"15.98"         ,"Gewöhnlich versandfertig in 24 Stunden","0.82"                  ,"18"                    ,"false"               ,"Merchant19"            ,"126.25"        ,"Versandfertig in 1 - 3 Wochen"         ,"4.23"                  ,"8"                     ,"false"               ,"Merchant10"            ,"72.59"         ,"Versandfertig in 3 - 4 Werktagen"      ,"1.61"                  ,"27"                    ,"false"
"lobortis detracto"                  ,"venenatis et at prompta vel ridens rhoncus saperet veniam expetendis dicat maecenas esse lobortis gloriatur"                                                                                                                                                                ,"http://www.provider.de/product/722fx","http://www.provider.de/image/DCgyp","GJOB2AHB3U","KlwCjh","Category25","Merchant25"            ,"138.48"        ,"Versandfertig in 1 - 3 Wochen"         ,"1.87"                  ,"28"                    ,"false"               ,"Merchant9"             ,"36.77"         ,"Versandfertig in 3 - 5 Wochen"         ,"4.13"                  ,"8"                     ,"false"               ,"Merchant11"            ,"14.69"         ,"Versandfertig in 6 - 10 Werktagen"     ,"1.35"                  ,"17"                    ,"true"
"pulvinar affert homero"             ,"theophrastus augue contentiones mnesarchum fusce hinc proin ocurreret noster dapibus sonet porttitor rutrum ante at eam in scripserit facilisis litora sapientem latine finibus ultricies persecuti"                                                                        ,"http://www.provider.de/product/DY2Qn","http://www.provider.de/image/qbRfr","K4BCGSEH2E","e4tnh0","Category5" ,"Merchant7"             ,"131.38"        ,"Versandfertig in 3 - 4 Werktagen"      ,"4.34"                  ,"0"                     ,"false"               ,"Merchant8"             ,"77.52"         ,"Versandfertig in 2 - 3 Wochen"         ,"4.84"                  ,"9"                     ,"false"               ,"Merchant17"            ,"31.57"         ,"Versandfertig in 6 - 10 Werktagen"     ,"0.03"                  ,"29"                    ,"true"
"phasellus ridens"                   ,"elaboraret lectus eget causae sodales definitiones autem alterum sumo convallis quas"                                                                                                                                                                                       ,"http://www.provider.de/product/1xVzp","http://www.provider.de/image/w5Sa4","5VBJTXERSI","GUIYUW","Category5" ,"Merchant3"             ,"101.85"        ,"Gewöhnlich versandfertig in 24 Stunden","1.17"                  ,"6"                     ,"true"                ,"Merchant2"             ,"119.35"        ,"Versandfertig in 4 - 5 Werktagen"      ,"1.29"                  ,"1"                     ,"true"                ,"Merchant17"            ,"109.02"        ,"Versandfertig in 1 - 2 Werktagen"      ,"3.30"                  ,"28"                    ,"false"
"suavitate persius vidisse"          ,"lacinia cras dapibus vestibulum appetere quaestio putent placerat convallis lacinia sed suavitate intellegat ne consetetur proin antiopam pertinax civibus minim expetendis postea volutpat fabulas nominavi delectus sanctus volutpat senectus"                            ,"http://www.provider.de/product/hH2zW","http://www.provider.de/image/fKXtg","4MRGPH8ACB","hzc4j4","Category1" ,"Merchant28"            ,"28.76"         ,"Versandfertig in 6 - 10 Werktagen"     ,"4.99"                  ,"29"                    ,"true"                ,"Merchant29"            ,"135.69"        ,"Versandfertig in 4 - 5 Werktagen"      ,"1.49"                  ,"20"                    ,"false"               ,"Merchant21"            ,"17.22"         ,"Versandfertig in 3 - 4 Werktagen"      ,"2.80"                  ,"28"                    ,"false"
"malesuada ipsum ligula"             ,"faucibus dicit vocibus egestas enim lorem auctor partiendo tritani decore delicata definiebas causae percipit veri labores nonumy erat pericula aeque ubique nobis offendit iudicabit fastidii dicat aperiri"                                                               ,"http://www.provider.de/product/wvsdQ","http://www.provider.de/image/cXnNz","W6FNQPKOIO","X8wQba","Category7" ,"Merchant6"             ,"89.20"         ,"Gewöhnlich versandfertig in 24 Stunden","2.73"                  ,"12"                    ,"false"               ,"Merchant9"             ,"67.52"         ,"Versandfertig in 2 - 3 Wochen"         ,"3.78"                  ,"10"                    ,"false"               ,"Merchant27"            ,"68.62"         ,"Versandfertig in 6 - 10 Werktagen"     ,"0.44"                  ,"3"                     ,"false"
"utamur aenean egestas"              ,"periculis inimicus ex rutrum fugit justo condimentum fugit ius qualisque minim legere"                                                                                                                                                                                      ,"http://www.provider.de/product/S52Jm","http://www.provider.de/image/6WBxe","TDZPE2NRBJ","iWTIHo","Category17","Merchant14"            ,"27.74"         ,"Versandfertig in 4 - 5 Werktagen"      ,"1.53"                  ,"10"                    ,"true"                ,"Merchant3"             ,"145.60"        ,"Versandfertig in 1 - 3 Wochen"         ,"1.62"                  ,"13"                    ,"false"               ,"Merchant22"            ,"117.65"        ,"Versandfertig in 6 - 10 Werktagen"     ,"2.10"                  ,"18"                    ,"true"
"habitant ius"                       ,"vel quo cetero natoque eripuit interdum justo dolor affert parturient adhuc nec blandit ridiculus sagittis ocurreret te efficitur senserit"                                                                                                                                 ,"http://www.provider.de/product/alwpk","http://www.provider.de/image/ajxBc","PRRLES2NXO","xkh2B0","Category7" ,"Merchant27"            ,"65.48"         ,"Versandfertig in 3 - 4 Werktagen"      ,"0.95"                  ,"4"                     ,"true"                ,"Merchant3"             ,"113.19"        ,"Versandfertig in 2 - 3 Werktagen"      ,"3.15"                  ,"27"                    ,"false"               ,"Merchant15"            ,"22.62"         ,"Gewöhnlich versandfertig in 24 Stunden","2.61"                  ,"0"                     ,"true"
"perpetua saperet"                   ,"veri ocurreret alia ferri discere pellentesque sapientem duis maecenas dictumst dicant invenire dolores ornare quidam mi ei"                                                                                                                                                ,"http://www.provider.de/product/wG1Ka","http://www.provider.de/image/ICejz","NYLKMSY36D","yVSPUV","Category22","Merchant18"            ,"124.74"        ,"Gewöhnlich versandfertig in 24 Stunden","2.56"                  ,"2"                     ,"false"               ,"Merchant18"            ,"61.04"         ,"Gewöhnlich versandfertig in 24 Stunden","3.81"                  ,"5"                     ,"true"                ,"Merchant1"             ,"39.85"         ,"Versandfertig in 1 - 3 Wochen"         ,"2.99"                  ,"2"                     ,"false"
"sagittis ut adipisci"               ,"praesent ubique ludus adipiscing pulvinar proin alia civibus nisi postulant massa class meliore nihil mediocritatem tamquam melius pulvinar"                                                                                                                                ,"http://www.provider.de/product/C80YI","http://www.provider.de/image/DWfKY","HVL4OOCZVN","odTggw","Category22","Merchant17"            ,"94.40"         ,"Versandfertig in 1 - 3 Wochen"         ,"0.05"                  ,"8"                     ,"true"                ,"Merchant1"             ,"146.22"        ,"Versandfertig in 1 - 2 Werktagen"      ,"2.44"                  ,"23"                    ,"false"               ,"Merchant23"            ,"23.44"         ,"Versandfertig in 4 - 5 Werktagen"      ,"4.85"                  ,"27"                    ,"true"
"ornatus consequat habemus"          ,"solum no donec nominavi cursus ornare theophrastus eloquentiam inceptos habitasse adhuc nunc cras venenatis dicunt deseruisse quot honestatis definitionem odio"                                                                                                            ,"http://www.provider.de/product/Pf7mL","http://www.provider.de/image/3PSWU","LDUPYKBJGP","SQQOOB","Category5" ,"Merchant25"            ,"55.98"         ,"Versandfertig in 2 - 3 Werktagen"      ,"1.62"                  ,"26"                    ,"false"               ,"Merchant26"            ,"92.55"         ,"Versandfertig in 3 - 4 Werktagen"      ,"4.55"                  ,"9"                     ,"false"               ,"Merchant2"             ,"90.84"         ,"Versandfertig in 4 - 5 Werktagen"      ,"2.21"                  ,"20"                    ,"false"
"eu persius deterruisset"            ,"penatibus orci netus curae antiopam alia viderer nostrum eu splendide utinam platonem convallis labores facilisi duo mucius dicat decore definitiones graeci vero"                                                                                                          ,"http://www.provider.de/product/y65iv","http://www.provider.de/image/mzVX2","8P3SQYRBJD","VKzeKO","Category3" ,"Merchant23"            ,"135.97"        ,"Versandfertig in 3 - 4 Werktagen"      ,"1.56"                  ,"23"                    ,"true"                ,"Merchant5"             ,"54.54"         ,"Versandfertig in 2 - 3 Wochen"         ,"2.93"                  ,"11"                    ,"true"                ,"Merchant17"            ,"44.21"         ,"Versandfertig in 4 - 5 Werktagen"      ,"2.86"                  ,"17"                    ,"true"
"parturient molestie doming"         ,"senectus vidisse placerat ridiculus error maiorum tempus non utroque dolorum nonumes in tempor invenire"                                                                                                                                                                    ,"http://www.provider.de/product/b1sHw","http://www.provider.de/image/KK9J4","RQ23DQKZYK","5Z2DeM","Category0" ,"Merchant18"            ,"18.39"         ,"Versandfertig in 1 - 2 Werktagen"      ,"4.79"                  ,"11"                    ,"false"               ,"Merchant6"             ,"101.51"        ,"Versandfertig in 1 - 2 Werktagen"      ,"1.76"                  ,"19"                    ,"false"               ,"Merchant16"            ,"120.18"        ,"Versandfertig in 3 - 4 Werktagen"      ,"2.12"                  ,"18"                    ,"false"
